row,model,vin,image_path,confidence,engine_code,transmission_code
421,现代 朗动 2012款 1.6L 自动尊贵型,A6NKAP232VESSRPEA,data/qxb-photos/row-0421_现代_现代 朗动 2012款 1.6L 自动尊贵型/19_39e0395c59.jpg,album_ocr:compact:contrast:rot0,,
430,丰田 皇冠 2005款 3.0L Royal Saloon,ABYYSLSPP6MAY2SSS,data/qxb-photos/row-0430_丰田_丰田 皇冠 2005款 3.0L Royal Saloon/02_3087223cb3.jpg,album_ocr:compact:contrast:rot0,,
199,日产 天籁 2011款 2.0L XL荣耀版,ABKRJ32BRR2012030,data/qxb-photos/row-0199_日产_日产 天籁 2011款 2.0L XL荣耀版/16_7811db5556.jpg,album_ocr:compact:contrast:rot0,,
432,奔驰 奔驰CLS 2007款 CLS 350,AS1LPAS4A4AZ24VFP,data/qxb-photos/row-0432_奔驰_奔驰 奔驰CLS 2007款 CLS 350/18_f97f45fa1e.jpg,album_ocr:compact:contrast:rot0,,
434,本田 思域 2014款 1.8L 手动经典版,A4SSP3PE274BSSMAF,data/qxb-photos/row-0434_本田_本田 思域 2014款 1.8L 手动经典版/18_3005635df6.jpg,album_ocr:compact:contrast:rot0,,
260,现代 北京现代ix35 2013款 2.0L 手动两驱舒适型GL 国IV,JKKSR12AJYKZ17YES,data/qxb-photos/row-0260_现代_现代 北京现代ix35 2013款 2.0L 手动两驱舒适型GL 国IV/16_66a2f9f0ef.jpg,album_ocr:compact:contrast:rot0,,
438,奔驰 奔驰SLK级 2004款 SLK 350,A23VTSENN4KS2PLSE,data/qxb-photos/row-0438_奔驰_奔驰 奔驰SLK级 2004款 SLK 350/04_85db51f340.jpg,album_ocr:compact:contrast:rot0,,
443,本田 本田CR-V 2012款 2.0L 两驱都市版,LVHRM1815D5034161,data/qxb-photos/row-0443_本田_本田 本田CR-V 2012款 2.0L 两驱都市版/03_9bda01d054.jpg,album_ocr:very_high:gray:rot0,,
336,本田 本田CR-V 2007款 2.4L 自动四驱豪华版,A4SADE4SASS38SANY,data/qxb-photos/row-0336_本田_本田 本田CR-V 2007款 2.4L 自动四驱豪华版/16_7bea1cd128.jpg,album_ocr:compact:contrast:rot0,,
445,现代 胜达经典 2011款 2.4L 至尊版 七座四驱,A2LPUASP2PYVWESYL,data/qxb-photos/row-0445_现代_现代 胜达经典 2011款 2.4L 至尊版 七座四驱/16_b73a8fcb30.jpg,album_ocr:compact:contrast:rot0,,
446,现代 北京现代ix35 2010款 2.0L 自动两驱精英版GLS,AALS3TF2PF74SBP7S,data/qxb-photos/row-0446_现代_现代 北京现代ix35 2010款 2.0L 自动两驱精英版GLS/17_33c41384db.jpg,album_ocr:compact:contrast:rot0,,
447,丰田 汉兰达 2012款 2.7L 两驱7座至尊版,LVGDC46A7DG500621,data/qxb-photos/row-0447_丰田_丰田 汉兰达 2012款 2.7L 两驱7座至尊版/19_27abdcfedb.jpg,album_ocr:compact:gray:rot0,,
448,丰田 丰田RAV4(进口) 2004款 2.0 三门,EA1D4LA11U140F02A,data/qxb-photos/row-0448_丰田_丰田 丰田RAV4(进口) 2004款 2.0 三门/19_f8b284c43b.jpg,album_ocr:very_high:gray:rot0,,
454,奔驰 奔驰C级 2011款 C 180K 经典型,A1BBERSUASBAFA2AS,data/qxb-photos/row-0454_奔驰_奔驰 奔驰C级 2011款 C 180K 经典型/16_a42d8a36be.jpg,album_ocr:compact:contrast:rot0,,
455,丰田 普锐斯 2006款 1.5L 真皮导航版,A20160750WTM500VP,data/qxb-photos/row-0455_丰田_丰田 普锐斯 2006款 1.5L 真皮导航版/20_0eb29174be.jpg,album_ocr:compact:contrast:rot0,,
464,丰田 卡罗拉 2008款 1.8L 手动GL-i天窗特别版,A0246375ES2ZR1798,data/qxb-photos/row-0464_丰田_丰田 卡罗拉 2008款 1.8L 手动GL-i天窗特别版/20_1c4482d7f1.jpg,album_ocr:compact:contrast:rot0,,
506,日产 天籁 2008款 2.0L XE标准版,AWCSSHWSTFAALASEA,data/qxb-photos/row-0506_日产_日产 天籁 2008款 2.0L XE标准版/03_f02eb187fe.jpg,album_ocr:compact:contrast:rot0,,
508,本田 本田CR-V 2007款 2.4L 自动四驱尊贵版,CCTTT2ANM1JA34BFL,data/qxb-photos/row-0508_本田_本田 本田CR-V 2007款 2.4L 自动四驱尊贵版/03_28b440be40.jpg,album_ocr:compact:contrast:rot0,,
510,丰田 花冠 2010款 1.6L 手动特惠版,AFLNZZVUCGYSASSLA,data/qxb-photos/row-0510_丰田_丰田 花冠 2010款 1.6L 手动特惠版/03_dfe1e9f5d5.jpg,album_ocr:compact:contrast:rot0,,
512,本田 奥德赛 2009款 2.4L 豪华版,LHGRB3860B8021582,data/qxb-photos/row-0512_本田_本田 奥德赛 2009款 2.4L 豪华版/16_50e78fd92f.jpg,album_ocr:very_high:gray:rot0,,
513,丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,J2NYVPPLSGMSSN4HA,data/qxb-photos/row-0513_丰田_丰田 凯美瑞 2016款 2.0E 十周年纪念精英版/03_ff081dc80a.jpg,album_ocr:compact:contrast:rot270,,
514,本田 本田CR-V 2007款 2.4L 自动四驱豪华版,FWRSAHWM22ESBFDKS,data/qxb-photos/row-0514_本田_本田 本田CR-V 2007款 2.4L 自动四驱豪华版/03_8d4784d083.jpg,album_ocr:compact:invert:rot0,,
515,丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,ANADZS1ARLLFLSFSA,data/qxb-photos/row-0515_丰田_丰田 凯美瑞 2016款 2.0E 十周年纪念精英版/03_b70aee34bc.jpg,album_ocr:compact:contrast:rot0,,
516,丰田 凯美瑞 2007款 240G 豪华版,LVGBE42K07G056759,data/qxb-photos/row-0516_丰田_丰田 凯美瑞 2007款 240G 豪华版/17_32a12ac57d.jpg,album_ocr:very_high:gray:rot0,,
517,丰田 凯美瑞 2009款 200E 精英版,LVGBH42K2AG362490,data/qxb-photos/row-0517_丰田_丰田 凯美瑞 2009款 200E 精英版/16_0fade8c0fc.jpg,album_ocr:very_high:gray:rot0,,
518,丰田 凯美瑞 2006款 240G,LVGBE42K46G022967,data/qxb-photos/row-0518_丰田_丰田 凯美瑞 2006款 240G/16_e6dbc123a3.jpg,album_ocr:very_high:gray:rot0,,
519,丰田 花冠 2010款 1.6L 手动特惠版,LFMAP22C5B0335094,data/qxb-photos/row-0519_丰田_丰田 花冠 2010款 1.6L 手动特惠版/17_6b112a1034.jpg,album_ocr:very_high:gray:rot0,,
507,本田 本田CR-V 2010款 2.0L 自动两驱都市版,LVHRE1830A5021988,data/qxb-photos/row-0507_本田_本田 本田CR-V 2010款 2.0L 自动两驱都市版/10_a5589bd81a.jpg,album_ocr:very_high:gray:rot0,,
520,丰田 凯美瑞 2007款 240V 至尊版,LVGBE40K48G271422,data/qxb-photos/row-0520_丰田_丰田 凯美瑞 2007款 240V 至尊版/16_632e3eb4ff.jpg,album_ocr:very_high:gray:rot0,,
521,丰田 凯美瑞 2007款 240G 豪华版,LVGBE42K86G029744,data/qxb-photos/row-0521_丰田_丰田 凯美瑞 2007款 240G 豪华版/16_402aa62749.jpg,album_ocr:very_high:gray:rot0,,
522,丰田 花冠 2004款 1.8L 自动GLX-i,LTVBR22E650654706,data/qxb-photos/row-0522_丰田_丰田 花冠 2004款 1.8L 自动GLX-i/16_bada25712b.jpg,album_ocr:very_high:gray:rot0,,
524,本田 本田CR-V 2010款 2.0L 自动两驱都市版,LVHRE1838B5059275,data/qxb-photos/row-0524_本田_本田 本田CR-V 2010款 2.0L 自动两驱都市版/16_a29fc4c817.jpg,album_ocr:very_high:gray:rot0,,
526,本田 奥德赛 2009款 2.4L 领秀版,LHGRB3803A8026429,data/qxb-photos/row-0526_本田_本田 奥德赛 2009款 2.4L 领秀版/16_af29c577db.jpg,album_ocr:very_high:gray:rot0,,
529,起亚 智跑 2012款 2.0L 自动两驱版NAVI,LJDJAA145C0104897,data/qxb-photos/row-0529_起亚_起亚 智跑 2012款 2.0L 自动两驱版NAVI/16_d62cbc7872.jpg,album_ocr:very_high:gray:rot0,,
530,现代 朗动 2013款 1.6L 自动尊贵型,LBEMDAFC2EZ409260,data/qxb-photos/row-0530_现代_现代 朗动 2013款 1.6L 自动尊贵型/08_baccc39d3d.jpg,album_ocr:very_high:gray:rot0,,
531,现代 朗动 2012款 1.6L 自动尊贵型,ALSSGSYRS1LNSCSVN,data/qxb-photos/row-0531_现代_现代 朗动 2012款 1.6L 自动尊贵型/03_ec6be05e9b.jpg,album_ocr:compact:contrast:rot0,,
536,丰田 凯美瑞 2016款 2.0E 十周年纪念精英版,A59CJ4DHHBY2AZNS0,data/qxb-photos/row-0536_丰田_丰田 凯美瑞 2016款 2.0E 十周年纪念精英版/03_c3f229c348.jpg,album_ocr:compact:invert:rot90,,
542,本田 雅阁 2016款 2.0L 舒适版,BFPZ2NEC3VZES2YU4,data/qxb-photos/row-0542_本田_本田 雅阁 2016款 2.0L 舒适版/03_c74128ecdc.jpg,album_ocr:compact:contrast:rot0,,
527,日产 轩逸 2016款 1.6XL CVT豪华版,A1SPECGSRUJXXESSE,data/qxb-photos/row-0527_日产_日产 轩逸 2016款 1.6XL CVT豪华版/05_1be29be0f3.jpg,album_ocr:compact:contrast:rot0,,
528,现代 悦动 2011款 1.6L 自动舒适型,A4ASSSSJBYS24STZW,data/qxb-photos/row-0528_现代_现代 悦动 2011款 1.6L 自动舒适型/03_356385fc5b.jpg,album_ocr:compact:contrast:rot0,,
2,赛拉图,JHMCM56557C404453,data/qxb-photos/row-0002_起亚_起亚 赛拉图 2008款 欧风 1.6 MT GL/17_3719783cfc.jpg,ceo_review_ui,R18A1,AUTO
